POS,NEU,NEG,prediccion
0.07907993346452713,0.40571466088294983,0.515205442905426,False
0.9583470225334167,0.03794402629137039,0.0037089453544467688,True
0.7042222619056702,0.2659737169742584,0.029804104939103127,True
0.00320177199319005,0.052839115262031555,0.94395911693573,False
0.8379440903663635,0.14889763295650482,0.013158267363905907,True
0.9141244888305664,0.07467249780893326,0.011202976107597351,True
0.9204767942428589,0.07207363098859787,0.007449515163898468,True
0.002937815384939313,0.016818542033433914,0.9802435636520386,False
0.0027215112932026386,0.017657136544585228,0.9796212911605835,False
0.8617821335792542,0.13167715072631836,0.006540720351040363,True
0.06310699135065079,0.4709431529045105,0.4659498631954193,False
0.016200728714466095,0.17491939663887024,0.8088798522949219,False
0.16802263259887695,0.6726530194282532,0.15932436287403107,True
0.026769813150167465,0.5268460512161255,0.44638410210609436,False
0.9643276333808899,0.032045524567365646,0.0036268315743654966,True
0.026145897805690765,0.16432996094226837,0.8095241189002991,False
0.01930578239262104,0.18297460675239563,0.7977196574211121,False
0.002885111141949892,0.020808549597859383,0.9763063788414001,False
0.04347841814160347,0.7875988483428955,0.16892273724079132,False
0.003618601942434907,0.024390827864408493,0.9719905853271484,False
0.03498729318380356,0.3883424699306488,0.576670229434967,False
0.0024108742363750935,0.011084819212555885,0.986504316329956,False
0.9797542691230774,0.017198435962200165,0.0030472674407064915,True
0.8142393231391907,0.1742841899394989,0.011476445011794567,True
0.004080502316355705,0.030442584306001663,0.965476930141449,False
0.7442894577980042,0.21984103322029114,0.035869576036930084,True
0.9102386236190796,0.0754740759730339,0.014287351630628109,True
0.0032414537854492664,0.024680713191628456,0.9720778465270996,False
0.0026533203199505806,0.030538205057382584,0.9668084383010864,False
0.2797054946422577,0.49467676877975464,0.22561776638031006,True
0.04743095487356186,0.7419353723526001,0.21063359081745148,False
0.8678116798400879,0.11481229215860367,0.01737603172659874,True
0.014112488366663456,0.07919470965862274,0.9066927433013916,False
0.07089386135339737,0.726540744304657,0.20256543159484863,False
0.29118645191192627,0.456138014793396,0.2526755630970001,True
0.06950607150793076,0.7948687076568604,0.1356252133846283,False
0.0028753771912306547,0.02643001824617386,0.9706944823265076,False
0.014040382578969002,0.24711920320987701,0.7388404011726379,False
0.013557509519159794,0.1489771455526352,0.8374653458595276,False
0.004982537589967251,0.05929100885987282,0.9357265830039978,False
0.011477573774755001,0.14266125857830048,0.8458611369132996,False
0.8422362208366394,0.1409032791852951,0.016860445961356163,True
0.0034008920192718506,0.03349300101399422,0.963106095790863,False
0.6807812452316284,0.30363476276397705,0.015584009699523449,True
0.011883736588060856,0.27323117852211,0.7148850560188293,False
0.9270119667053223,0.06651012599468231,0.006477902643382549,True
0.04378931224346161,0.191029891371727,0.765180766582489,False
0.015957249328494072,0.29095491766929626,0.6930878758430481,False
0.13989406824111938,0.773546040058136,0.08655986934900284,True
0.05042991042137146,0.714227557182312,0.23534244298934937,False
0.8887378573417664,0.1037270799279213,0.007535113487392664,True
0.00834923330694437,0.1409478336572647,0.8507029414176941,False
0.016974924132227898,0.21934208273887634,0.7636829614639282,False
0.9044424891471863,0.09122883528470993,0.0043287118896842,True
0.007840177044272423,0.054795362055301666,0.937364399433136,False
0.40450170636177063,0.4543730616569519,0.14112532138824463,True
0.2299245148897171,0.5671297907829285,0.20294570922851562,True
0.015223391354084015,0.1460418701171875,0.8387347459793091,False
0.14642596244812012,0.6402338147163391,0.21334028244018555,False
0.8446762561798096,0.1377979815006256,0.017525816336274147,True
0.00975455716252327,0.1205878034234047,0.8696576356887817,False
0.006245264317840338,0.08315082639455795,0.910603940486908,False
0.9421919584274292,0.055536020547151566,0.0022720491979271173,True
0.003928286023437977,0.045450326055288315,0.9506213665008545,False
0.0050225164741277695,0.10912539064884186,0.885852038860321,False
0.5271446108818054,0.42911654710769653,0.04373881593346596,True
0.015472166240215302,0.1766800731420517,0.8078477382659912,False
0.25584927201271057,0.33971327543258667,0.40443751215934753,False
0.014119092375040054,0.20578451454639435,0.7800963521003723,False
0.04380770027637482,0.33926159143447876,0.6169306635856628,False
0.030631015077233315,0.19669970870018005,0.77266925573349,False
0.006254434585571289,0.08609646558761597,0.9076491594314575,False
0.13759839534759521,0.4929712116718292,0.36943039298057556,False
0.07106535881757736,0.8355969786643982,0.09333768486976624,False
0.7387105822563171,0.24479618668556213,0.01649322733283043,True
0.8930230140686035,0.09717444330453873,0.009802505373954773,True
0.02561703883111477,0.38640040159225464,0.5879825353622437,False
0.007534632924944162,0.14387565851211548,0.8485897779464722,False
0.2995336353778839,0.6230870485305786,0.0773792713880539,True
0.776346743106842,0.21712593734264374,0.00652738381177187,True
0.9020212292671204,0.08354830741882324,0.014430507086217403,True
0.0061068763025105,0.07011877000331879,0.9237744212150574,False
0.02547839842736721,0.22786001861095428,0.7466616034507751,False
0.042932089418172836,0.3430880308151245,0.6139799356460571,False
0.0020787990652024746,0.011671815067529678,0.9862494468688965,False
0.0028552208095788956,0.01797587051987648,0.9791688323020935,False
0.004522067029029131,0.07034332305192947,0.9251345992088318,False
0.014411010779440403,0.17314159870147705,0.8124474287033081,False
0.008142387494444847,0.12607824802398682,0.865779459476471,False
0.0027287714183330536,0.027632923796772957,0.9696383476257324,False
0.5791912078857422,0.3026934266090393,0.11811533570289612,True
0.008817492984235287,0.11507681012153625,0.8761057257652283,False
0.6867573857307434,0.2896355390548706,0.023607082664966583,True
0.6790640354156494,0.29493871331214905,0.025997206568717957,True
0.1407863050699234,0.4675558805465698,0.3916577994823456,False
0.18528322875499725,0.6468347907066345,0.1678820550441742,True
0.016904590651392937,0.5218530893325806,0.46124234795570374,False
